longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,phone,forwardPE,currentPrice,recommendationKey,marketCap,recommendationMean
"The fund advisor will employ the fund's investment strategy as the fund relates to PYPL regardless of whether there are periods of adverse market, economic, or other conditions and will not take temporary defensive positions during such periods. The fund is non-diversified.",86400,2,17.89,17.4,17.4,18.195,17.89,17.4,17.4,18.195,,57660,57660,74355,49990,49990,17.6,18.17,1000,1400,0.48650002,55999352,15.555,20.43,18.29438,17.936516,,,17.8064,USD,Derivative Income,0.0174444,,YieldMax ETFs,1695600000,Exchange Traded Fund,,,PCX,ETF,PYPY,PYPY,Tidal Trust II YieldMax PYPL Op,Yieldmax PYPL Option Income Strategy ETF,1695735000,America/New_York,EST,219c07f9-3cb9-3659-bbfe-f8c1212dd43b,finmb_1850980279,-18000000,,,,,,,
"Under normal circumstances, the fund will invest at least 80% of its total assets in component securities of the index. The index and fund seek to provide exposure to the companies of the S&P 500® Index (the ""S&P 500®"") with the exception of those companies included in the Financials and Real Estate Sectors. It is non-diversified.",86400,2,64.37,63.7302,63.7302,63.89,64.37,63.7302,63.7302,63.89,30.165956,757,757,1471,1300,1300,31.94,63.97,1200,1000,0.0112,59822496,53.145,65.45,64.1052,60.57443,,,65.2415,USD,Large Blend,0.0360988,1.0,ProShares,1442880000,Exchange Traded Fund,0.1354342,0.152353,PCX,ETF,SPXN,SPXN,ProShares S&P 500 Ex-Financials,ProShares S&P 500 ex-Financials ETF,1443101400,America/New_York,EST,61f82294-97ca-3e28-9754-c550ca8a2ab0,finmb_307749956,-18000000,,,,,,,
"The index is designed to measure the performance of a single bitcoin traded in USD and seeks to provide a proxy for the bitcoin market. Under normal circumstances, the fund will invest at least 80% of the fund’s assets in, or provide exposure to, financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the daily target. The fund is non-diversified.",86400,2,9.5485,10.79,9.42,10.8758,9.5485,10.79,9.42,10.8758,,8239078,8239078,5846722,8768220,8768220,9.52,9.65,1800,2900,,54582344,8.59,56.56,10.7938,30.34815,,,9.0071,USD,Digital Assets,-0.23708719,,ProShares,1711929600,Exchange Traded Fund,,,PCX,ETF,SBIT,SBIT,ProShares Trust ProShares Ultra,Proshares Ultrashort Bitcoin ETF,1712064600,America/New_York,EST,7e17103e-77a8-3a05-974d-3aa62a116ac7,finmb_1870963239,-18000000,,,,,,,
"The fund, under normal circumstances, has a policy to invest at least 80% of its assets in debt securities. The debt securities in which the fund may invest include government obligations; corporate debt securities; mortgage- and asset-backed securities, repurchase agreements; and other securities considered to have debt-like characteristics.",86400,2,24.7434,24.7729,24.7729,24.7729,24.7434,24.7729,24.7729,24.7729,,2,2,49,20,20,26.02,24.79,100,100,,60849256,24.345,26.34,24.82214,25.299685,,,24.59,USD,Multisector Bond,0.0008735,,Victory Capital,1718841600,Exchange Traded Fund,,,NGM,ETF,BMDL,BMDL,VictoryShares WestEnd Economic ,VictoryShares WestEnd Economic Cycle Bond ETF,1718976600,America/New_York,EST,804bb3a8-4fb3-3452-90d0-e11a25a8f819,finmb_1877141978,-18000000,,,,,,,
"The fund seeks to achieve its objective by investing in fixed income instruments, whereby issuers borrow money from investors in return for either a fixed or variable rate of interest and eventual repayment of the amount borrowed. The fund invests, under normal circumstances, at least 80% of its investable assets in fixed income instruments with varying maturities.",86400,2,50.8182,50.78,50.7717,50.83,50.8182,50.78,50.7717,50.83,,11579,11579,9788,6059,6059,50.81,50.84,800,1000,0.051799998,59594008,50.04,51.6,50.883476,50.821156,,,50.918,USD,Short-Term Bond,0.0039421003,,PGIM Investments,1689724800,Exchange Traded Fund,,,BTS,ETF,PSDM,PSDM,PGIM ETF Trust PGIM Short Durat,,1690378200,America/New_York,EST,a5b42c9e-972a-35a1-9ce0-3b8ab3d8a9ba,finmb_1838595375,-18000000,,(973) 367-7521,,,,,
"The fund, under normal conditions, will invest at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities of companies that pay dividends during normal market conditions. The fund invests primarily in securities of U.S. companies, but may invest in foreign securities, including securities of companies located in emerging markets. To obtain high yield and total return, the adviser will favor sectors and industries that it currently views are undervalued on a relative basis.",86400,2,26.8,26.71,26.2839,26.6567,26.8,26.71,26.2839,26.6567,20.205513,16473,16473,11777,18380,18380,26.0,27.4,1200,900,0.0832,57101840,23.1,28.45,27.0559,26.151665,,,27.3068,USD,Mid-Cap Value,0.0405748,1.05,InfraCap,1640649600,Exchange Traded Fund,0.0579754,,PCX,ETF,ICAP,ICAP,Series Portfolios Trust InfraCa,InfraCap Equity Income Fund ETF,1640788200,America/New_York,EST,9c1604c2-a61f-3c0a-8482-7241dbec1238,finmb_1762744896,-18000000,,(414) 765-6620,,,,,
"The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index tracks the equity performance of the 40 largest and most liquid companies in the five Association of Southeast Asian Nations (""ASEAN"") regions: Singapore, Malaysia, Indonesia, Thailand and the Philippines. It is non-diversified.",86400,2,15.96,15.9,15.83,16.0093,15.96,15.9,15.83,16.0093,12.562673,23133,23133,38300,24770,24770,15.61,18.0,800,1100,0.0356,55645884,14.4,18.04,16.3426,15.96785,,,16.25,USD,Pacific/Asia ex-Japan Stk,0.0184372,0.65,Global X Funds,1297814400,Exchange Traded Fund,0.064267606,0.0383279,PCX,ETF,ASEA,ASEA,Global X FTSE Southeast Asia ET,Global X FTSE Southeast Asia ETF,1297953000,America/New_York,EST,4dfbb068-d303-38f8-b6a2-a3907cd09b3f,finmb_127236169,-18000000,,+1 8884938631,,,,,
"The shares are intended to provide institutional and retail investors with a simple,cost-effective means of gaining investment benefits similar to those of holding Canadian Dollars.",86400,2,67.2678,66.76,66.549,67.27,67.2678,66.76,66.549,67.27,,167722,167722,31888,50280,50280,67.09,69.29,1100,1800,0.0223,61194400,66.549,72.83,68.547,70.7006,,,68.25,USD,Single Currency,0.002748,6.98,Invesco,1150848000,Exchange Traded Fund,-0.027361901,-0.0099451,PCX,ETF,FXC,FXC,Invesco CurrencyShares Canadian,Invesco CurrencyShares Canadian Dollar Trust,1151328600,America/New_York,EST,dd06fcbb-3aa6-3675-b3db-bf883bb113a7,finmb_26363284,-18000000,,,,,,,
"The fund seeks to achieve its investment objective by investing in equity securities of companies with a market capitalization of over $1 billion and a history of paying dividends, with the ability to increase dividends over time. Under normal market conditions, the fund will invest at least 80% of its net assets (including any borrowings for investment purposes) in dividend paying equity securities. The fund may also invest up to 50% of its common stock allocation in foreign securities, including ADRs and emerging market securities.",86400,2,22.1804,22.13,21.9441,21.9441,22.1804,22.13,21.9441,21.9441,20.660368,65,65,4230,1620,1620,21.93,21.97,2200,1200,0.0219,57909536,19.553,22.822,21.97628,21.22453,,,22.1948,USD,Large Value,0.0444418,,"Madison Asset Management, LLC",1691971200,Exchange Traded Fund,,,PCX,ETF,DIVL,DIVL,Madison ETFs Trust Madison Divi,Madison Dividend Value ETF,1692106200,America/New_York,EST,96f85361-ff3a-3e3a-a65c-b3f33d1d884b,finmb_1838142461,-18000000,,,,,,,
"The fund is a “fund of funds,” meaning that it seeks to achieve its objective by investing in other Avantis exchange-traded funds (ETFs) (collectively, the underlying funds). The underlying funds represent a broadly diversified basket of equity securities that seek to select or overweight securities that are expected to have higher returns or better risk characteristics than a passive, market-cap weighted index.",86400,2,56.3017,55.36,55.32,56.005,56.3017,55.36,55.32,56.005,12.467599,11294,11294,16159,6880,6880,27.87,83.61,1000,900,0.035099998,60917864,52.21,60.83,56.0419,57.00031,,,56.4108,USD,Foreign Large Blend,0.030373098,,Avantis Investors,1687824000,Exchange Traded Fund,,,PCX,ETF,AVNM,AVNM,American Century ETF Trust Avan,Avantis All International Markets Equity ETF,1688045400,America/New_York,EST,1d9c5297-2a62-3648-921a-246e0f5b247e,finmb_1838489814,-18000000,,(816) 531-5575,,,,,
"The fund invests more than 80% of its total assets in the securities of the underlying index. The underlying index is designed to provide exposure to exchange-listed companies in developed markets that facilitate the demographic trend of longer average life spans and the aging of the global population, including but not limited to companies involved in biotechnology, medical devices, pharmaceuticals, senior living facilities and specialized health care services.",86400,2,31.6,31.37,31.37,31.7268,31.6,31.37,31.37,31.7268,32.14557,3842,3842,5874,4870,4870,22.47,40.37,200,200,0.0083,57681188,28.01,33.64,30.95102,31.139215,,,31.55,USD,Health,0.045048,0.75,Global X Funds,1462752000,Exchange Traded Fund,0.0669292,0.0652235,NGM,ETF,AGNG,AGNG,Global X Aging Population ETF,Global X Aging Population ETF,1462887000,America/New_York,EST,b5cf38c9-df0d-34ed-aac7-9a59d8008881,finmb_329349475,-18000000,,+1 8884938631,,,,,
"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index that is designed to measure the performance of the small-capitalization segment of the Chinese equity securities markets, as represented by the H-shares and B-shares markets.",86400,2,25.2,25.05,25.01,25.5395,25.2,25.05,25.01,25.5395,9.764431,11603,11603,16242,15030,15030,23.26,25.44,3100,800,0.059299998,61745312,21.52,33.04,25.5372,24.93165,,,24.98949,USD,China Region,-0.019640401,1.06,iShares,1285632000,Exchange Traded Fund,-0.147023,-0.052093603,PCX,ETF,ECNS,ECNS,iShares MSCI China Small-Cap ET,iShares MSCI China Small-Cap ETF,1285767000,America/New_York,EST,eadd0ba6-a113-33eb-b669-0cf05cb96405,finmb_113928973,-18000000,,1-800-474-2737,,,,,
"The fund invests in securities comprising the index or in depositary receipts representing securities of the index. The index was designed by the index Provider to measure the performance of an investable universe of publicly-traded, Indian internet and ecommerce companies. The fund is non-diversified.",86400,2,14.65,14.68,14.825,15.06,14.65,14.68,14.825,15.06,36.9401,76444,76444,48101,78510,78510,14.65,15.5,800,1400,0.0117,59495040,13.42,17.34,16.02316,15.592315,,,14.61,USD,India Equity,-0.0926498,,Exchange Traded Concepts,1649116800,Exchange Traded Fund,,,PCX,ETF,INQQ,INQQ,INQQ The India Internet ETF,INQQ The India Internet ETF,1649251800,America/New_York,EST,81fd6ac1-539e-3c1f-8c23-7db00b7228c9,finmb_1684932239,-18000000,,+1 405 7788377,,,,,
"Under normal circumstances, the fund primarily invests in equity securities of companies located in the United States. The fund typically invests in a portfolio of 20-30 issuers that Cambiar Investors, the fund’s investment adviser, believes represent the best opportunities for long-term capital appreciation. The fund is non-diversified.",86400,2,31.0289,30.36,30.5961,30.5961,31.0289,30.36,30.5961,30.5961,19.502174,182,182,762,1440,1440,22.97,38.27,900,900,0.013200001,57384648,26.886,31.206,30.3126,29.47566,,,31.21,USD,Global Large-Stock Value,0.0537429,0.98,Cambiar Funds,1188518400,Exchange Traded Fund,0.0914415,0.09835631,PCX,ETF,CAMX,CAMX,The Advisors Inner Circle Fund ,Cambiar Aggressive Value ETF,1676298600,America/New_York,EST,cef13e64-dfad-31ad-890c-a2f85cf47c6e,finmb_47832974,-18000000,,855-842-3863,,,,,
"Under normal circumstances, the fund primarily invests in equity securities. For security selection and portfolio construction, Principal Global Investors, LLC (“PGI”) uses a proprietary quantitative model designed to identify equity securities in the S&P 500 Index or S&P 400 Index that exhibit higher quality, growth potential, and pricing power. The fund invests in equity securities of different market capitalizations (medium or large) and styles (growth or value).",86400,2,73.7674,72.28,72.28,73.34,73.7674,72.28,72.28,73.34,28.965714,803,803,3615,10920,10920,72.97,73.05,1200,1200,0.0069,58635664,62.16,75.56,73.00484,69.51432,,,75.05197,USD,Large Blend,0.0487886,1.02,Principal Funds,1458518400,Exchange Traded Fund,0.12678179,0.1352294,NGM,ETF,PSET,PSET,Principal Quality ETF,Principal Quality ETF,1458653400,America/New_York,EST,82737034-dc5d-37e1-bde5-123b35581ec9,finmb_320021772,-18000000,,515-235-9328,,,,,
"Under normal market conditions, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in a portfolio of debt securities issued or guaranteed by the U.S. government (including U.S. Treasury bonds, notes and bills), its agencies or government-sponsored entities. The fund's investments in government securities include publicly-issued U.S. Treasury securities and mortgage-related securities such as pass-through securities, collateralized mortgage obligations (""CMOs"") and commercial mortgage-backed securities (""CMBS""). It is non-diversified.",86400,2,19.8839,19.9297,19.8949,19.96,19.8839,19.9297,19.8949,19.96,,7222,7222,22076,15150,15150,15.08,24.79,1300,1100,0.0506,57496712,19.472,21.13,19.94742,20.212515,,,19.76,USD,Intermediate Government,0.00010219999,,First Trust,1690934400,Exchange Traded Fund,,,PCX,ETF,MGOV,MGOV,First Trust Exchange-Traded Fun,First Trust Intermediate Government Opportunities ETF,1691415000,America/New_York,EST,74fa26be-9045-37d9-ab4b-a706e28598c4,finmb_1837350026,-18000000,,,,,,,
"The fund employs a “passive management” (or indexing) investment approach designed to track the total return performance, before fees and expenses, of the index. The index is a rules-based index that consists of globally-listed stocks and depositary receipts of companies. The fund is non-diversified.",86400,2,51.3917,49.93,49.8401,51.1005,51.3917,49.93,49.8401,51.1005,38.762306,30504,30504,12475,21460,21460,38.17,63.61,1000,1000,0.004,55478116,37.58,55.06,51.6786,46.452847,,,54.1892,USD,Technology,0.0745823,,Pacer,1654646400,Exchange Traded Fund,,,PCX,ETF,TRFK,TRFK,Pacer Funds Pacer Data and Digi,Pacer Data and Digital Revolution ETF,1654867800,America/New_York,EST,a8570b00-02de-35de-ab3f-45b50c39445a,finmb_1776022695,-18000000,,(610) 644-8100,,,,,
"The fund is an actively managed exchange-traded fund (“ETF”) that under normal market conditions will invest at least 80% of its net assets, plus borrowings for investment purposes, in shares of common stock and units of Special Purpose Acquisition Companies (“SPACs”) that have yet to consummate a shareholder-approved merger or business combination. The fund seeks to invest in publicly-traded SPACs that at the time of purchase are trading at or below the SPAC’s pro rata trust account value. The fund is non-diversified.",86400,2,20.755,20.76,20.75,20.7665,20.755,20.76,20.75,20.7665,30.848665,3043,3043,22040,11760,11760,14.94,26.63,200,200,0.0533,64549272,19.08,21.87,21.23756,21.54762,,,20.7713,USD,Financial,0.0048403,,CrossingBridge,1632096000,Exchange Traded Fund,0.0442526,,NGM,ETF,SPC,SPC,CrossingBridge Pre-Merger SPAC ,CrossingBridge Pre-Merger SPAC ETF,1632231000,America/New_York,EST,a9ba851e-5398-3646-bd4e-cfddca93f414,finmb_1674545243,-18000000,,,,,,,
"The fund, under normal circumstances, invests in swap agreements that provide 200% daily exposure to the reference assets equal to at least 80% of its net assets. It will enter into one or more swap agreements with major global financial institutions whereby the fund and the global financial institution will agree to exchange the return earned on an investment by The fund invests in the reference assets that is equal, on a daily basis, to 200% of the value of the fund's net assets. The fund is non-diversified.",86400,2,55.89,48.83,48.1622,56.74,55.89,48.83,48.1622,56.74,,317816,317816,167786,186930,186930,55.49,57.35,1200,900,,42424368,16.67,69.81,56.0906,37.90777,,,60.2464,USD,Trading--Miscellaneous,0.23915279,,Rex,1720483200,Exchange Traded Fund,,,BTS,ETF,BTCL,BTCL,T-Rex 2X Long Bitcoin Daily Tar,T-Rex 2X Long Bitcoin Daily Target ETF,1720618200,America/New_York,EST,e05babbf-0699-385a-80d5-7973bbf6f6d6,finmb_1873001766,-18000000,,(800) 673-0550,,,,,
The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index. The index is a broad-based index composed of Irish equities. The fund is non-diversified.,86400,2,59.85,59.23,58.5601,58.5601,59.85,59.23,58.5601,58.5601,14.247457,1605,1605,11803,8240,8240,55.5,63.71,1000,900,0.0257,64395104,56.27,70.64,59.142,65.2984,,,59.46333,USD,Miscellaneous Region,0.0120058,1.22,iShares,1273017600,Exchange Traded Fund,0.046657,0.0673934,PCX,ETF,EIRL,EIRL,iShares Trust iShares MSCI Irel,iShares MSCI Ireland ETF,1273584600,America/New_York,EST,6775e32a-c6fd-3a4e-9d0d-67be32951bfe,finmb_105601632,-18000000,,1-800-474-2737,,,,,
"Under normal circumstances, at least 80% of the fund's assets, will be invested in component securities of the index. The index is designed to measure the returns of companies that are committing material resources to developing, researching, supporting, innovating or utilizing blockchain technology for their proprietary use or for use by others (""Blockchain Companies"").",86400,2,25.66,25.4325,25.0711,25.82,25.66,25.4325,25.0711,25.82,20.811102,12816,12816,21062,18550,18550,25.2,25.98,100,100,0.0067000003,64329040,19.0,30.66,27.53886,26.25467,,,28.4217,USD,Digital Assets,0.1072543,,SRN Advisors,1516060800,Exchange Traded Fund,-0.0839645,0.021403601,NGM,ETF,BLCN,BLCN,Siren Nasdaq NexGen Economy ETF,Siren Nasdaq NexGen Economy ETF,1516199400,America/New_York,EST,aa7f6971-26d6-3d2c-a070-20d405566e63,finmb_543115886,-18000000,,(215) 914-1970,,,,,
"The fund, an actively managed ETF, utilizes an investment process combining both macro and fundamental research by investing, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings, in mortgage-related debt and other securitized debt. It may invest up to 20% of its net assets, plus the amount of any borrowings, in other securitized credit securities such as non-agency or privately issued residential and commercial mortgage-backed securities, asset-backed securities, collateralized loan obligations and credit risk transfer securities. It is non-diversified.",86400,2,43.1859,43.43,43.27,43.51,43.1859,43.43,43.27,43.51,,5214,5214,8886,13280,13280,39.17,47.37,1000,900,0.040599998,56028052,42.04,45.81,43.46904,43.771496,,,43.088,USD,Intermediate Core Bond,-0.00068520004,0.94,WisdomTree,1573516800,Exchange Traded Fund,-0.0157386,-0.0048676,PCX,ETF,MTGP,MTGP,WisdomTree Mortgage Plus Bond F,WisdomTree Mortgage Plus Bond Fund,1575642600,America/New_York,EST,7e97b7e1-13c5-3b76-8c37-392a36531844,finmb_600102829,-18000000,,866-909-9473,,,,,
"The index is designed to reflect the performance of a selection of companies that, in aggregate, provide exposure to a high-quality income-oriented universe of long-only international securities issued by non-U.S.-based companies. The fund will invest at least 80% of its total assets in the securities of the index and in ADRs and GDRs based on the securities in the index.",86400,2,28.62,28.19,28.0367,28.4057,28.62,28.19,28.0367,28.4057,11.663739,3663,3663,12167,16670,16670,27.51,29.05,1000,1100,0.0696,63552104,26.85,31.56,28.543,29.40075,,,28.6497,USD,Foreign Large Value,0.0399149,1.18,Flexshares Trust,1365724800,Exchange Traded Fund,0.0544553,0.072331,PCX,ETF,IQDY,IQDY,FlexShares International Qualit,FlexShares International Quality Dividend Dynamic Index Fund,1366119000,America/New_York,EST,27278ead-29d8-3a8a-a253-584436684958,finmb_223603217,-18000000,,1-855-353-9383,,,,,
"Under normal circumstances, the fund will invest at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in high-yield, below-investment grade bonds denominated in U.S. dollars of issuers in the financial and REIT sector, either directly or indirectly (e.g., through derivatives). It is non-diversified.",86400,2,37.5796,37.595,37.47,37.67,37.5796,37.595,37.47,37.67,60.526623,1410,1410,1772,920,920,34.58,40.58,800,1800,0.0713,57689760,36.395,38.18,37.60132,37.348534,,,37.6157,USD,High Yield Bond,0.015423301,,BondBloxx Investment Management,1644883200,Exchange Traded Fund,,,PCX,ETF,XHYF,XHYF,BondBloxx ETF Trust BondBloxx U,BondBloxx US High Yield Financial & REIT Sector ETF,1645108200,America/New_York,EST,6545ced4-b24b-3447-b244-2ccd75a6ad56,finmb_1761502958,-18000000,,(800) 896-5089,,,,,
"Under normal market circumstances, the fund invests at least 80% of its assets in common stocks and American Depositary Receipts. The fund holds at least 50 U.S. listed stocks or American Depository Receipts. The stocks selected are of companies of any market capitalization and are among the highest-ranking stocks as determined by quantitative models. The quantitative models use machine learning technology to rank stocks of companies of U.S. domiciled companies and ADRs of any market capitalization.",86400,2,36.8772,36.33,36.33,36.91,36.8772,36.33,36.33,36.91,18.26153,8608,8608,10979,12740,12740,36.79,36.84,900,900,0.0041,54215792,26.994,37.55,35.71268,32.78341,,,36.78,USD,Mid-Cap Blend,0.0706293,,Counterpoint Funds,1701129600,Exchange Traded Fund,,,NYQ,ETF,CPAI,CPAI,Northern Lights Fund Trust III ,Counterpoint Quantitative Equity ETF,1701268200,America/New_York,EST,e29dea65-5633-3355-9473-5667d52f6c67,finmb_1858327678,-18000000,,631-470-2621,,,,,
"Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the FTSE Australia Capped Index and in depositary receipts representing such securities. The FTSE Australia Capped Index is based on the FTSE Australia Index and is designed to measure the performance of Australian large- and mid-capitalization stocks. The fund is non-diversified.",86400,2,29.1447,28.71,28.6791,29.06,29.1447,28.71,28.6791,29.06,21.113731,2727,2727,4625,5710,5710,27.6,31.84,1400,900,0.0337,51777176,26.69,32.28,29.49966,29.6616,,,29.41,USD,Miscellaneous Region,0.0499691,1.2,Franklin Templeton Investments,1509580800,Exchange Traded Fund,0.0671739,0.0625213,PCX,ETF,FLAU,FLAU,Franklin FTSE Australia ETF,Franklin FTSE Australia ETF,1509978600,America/New_York,EST,30386140-e974-3a4d-ae8f-56f8b95123a0,finmb_536181470,-18000000,,,,,,,
"Under normal circumstances, the fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities of small-capitalization companies. Under normal circumstances, the fund invests in at least three countries, including the U.S., and invests at least 40% of its total assets in securities of non-U.S. companies, which may include emerging market countries.",86400,2,25.8673,25.5381,25.5381,25.6301,25.8673,25.5381,25.5381,25.6301,14.018949,7598,7598,100822,10840,10840,23.89,27.07,3000,3200,,49670912,24.601,26.24,25.491297,25.491297,,,25.99,USD,Global Small/Mid Stock,0.030227,,"Frontier Asset Management, LLC",1734566400,Exchange Traded Fund,,,PCX,ETF,FGSM,FGSM,The Advisors' Inner Circle Fund,Frontier Asset Global Small Cap Equity ETF,1734705000,America/New_York,EST,9821eb83-44c8-322a-8558-31c5ac1c9d28,finmb_1900657965,-18000000,,,,,,,
"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to pursue its investment objective by investing, under normal market conditions, at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in preferred securities and other income producing securities.",86400,2,25.6733,25.56,25.56,25.56,25.6733,25.56,25.56,25.56,,56,56,9574,50330,50330,,,,,,46632296,24.985,26.15,25.7263,25.641115,,,25.64,USD,Preferred Stock,0.0041072,,Nuveen,1709596800,Exchange Traded Fund,,,NGM,ETF,NPFI,NPFI,Nuveen Preferred and Income ETF,Nuveen Preferred And Income ETF,1709821800,America/New_York,EST,1614b26c-bd4a-345b-b8ea-afa143dc41ae,finmb_1868840184,-18000000,,,,,,,
"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of at least 30 securities of companies in the energy sector that have powerful relative strength or ""momentum"" characteristics.",86400,2,44.85,44.64,44.59,45.471,44.85,44.64,44.59,45.471,13.161481,5768,5768,6066,10210,10210,45.11,45.41,500,500,0.0152,63395816,40.32,51.97,46.807,46.373,,,47.43,USD,Equity Energy,0.0693301,0.94,Invesco,1160611200,Exchange Traded Fund,0.1545088,0.1580403,NGM,ETF,PXI,PXI,Invesco Dorsey Wright Energy Mo,Invesco DWA Energy Momentum ETF,1160659800,America/New_York,EST,6b3f4038-6967-3380-bbe0-6b7f096c7e6c,finmb_29596716,-18000000,,,,,,,
"The S&P 500 Price Index is a large-cap, market-weighted, U.S. equities index that tracks the price (excluding dividends) of the leading companies that reflect the industries of the U.S. economy and is often considered a proxy for the stock market in general. It is non-diversified.",86400,2,40.2569,39.83,40.0188,40.1062,40.2569,39.83,40.0188,40.1062,27.47886,5153,5153,4432,4880,4880,36.21,43.89,1400,2200,,63221204,34.372,40.55,39.87696,38.04088,,,40.447,USD,Defined Outcome,0.026152302,0.63,AllianzIM,1593475200,Exchange Traded Fund,0.1268221,,PCX,ETF,JULT,JULT,AllianzIM U.S. Large Cap Buffer,AllianzIM U.S. Large Cap Buffer10 Jul ETF,1593610200,America/New_York,EST,37659d48-3993-3746-ab13-bca005f420b4,finmb_667990050,-18000000,,(763) 765-7453,,,,,
"Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. equity securities. Specifically, the Advisor intends to invest substantially all of its assets in FLexible EXchange Options that reference the underlying ETF. The fund is non-diversified.",86400,2,25.5202,25.2,25.2,25.42,25.5202,25.2,25.2,25.42,,17609,17609,139080,46280,46280,12.71,38.11,800,800,,5000000,24.7,25.84,25.32485,25.32485,,,25.7236,USD,Defined Outcome,0.028800001,,AllianzIM,1735603200,Exchange Traded Fund,,,BTS,ETF,JANU,JANU,AIM ETF Products Trust AllianzI,AllianzIM U.S. Equity Buffer15 Uncapped Jan ETF,1735828200,America/New_York,EST,ec986aaf-9791-30e0-8934-570497fc181e,finmb_1868852247,-18000000,,(763) 765-7453,,,,,
"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its assets (exclusive of collateral held from securities lending) in the securities included in the index. The index is designed by Nasdaq Inc. (the “index provider”) to track the performance of large-cap, U.S.-listed companies, with high disruption scores.",86400,2,59.5546,58.36,58.36,59.52,59.5546,58.36,58.36,59.52,37.97344,11250,11250,3518,6440,6440,59.38,59.42,800,800,,59360484,46.18,60.304,57.95718,53.45721,,,59.81,USD,Technology,0.058179103,1.16,Graniteshares,1570406400,Exchange Traded Fund,0.1434824,0.16025709,PCX,ETF,DRUP,DRUP,GraniteShares Nasdaq Select Dis,GraniteShares ETF Trust - GraniteShares Nasdaq Select Disruptors ETF,1570455000,America/New_York,EST,65df9d82-a91e-39c8-906a-3ccd578610ba,finmb_633957515,-18000000,,,,,,,
"The fund invests at least 80% of its net assets in FLexible EXchange® Options (""FLEX Options"") that reference the iShares MSCI Emerging Markets ETF. FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",86400,2,26.1724,25.95,25.93,26.14,26.1724,25.95,25.93,26.14,14.13018,10924,10924,8388,6530,6530,13.05,26.11,800,900,,59477160,24.43,27.35,26.12284,26.085726,,,26.2703,USD,Defined Outcome,0.0150597,0.38,Innovator ETFs,1617148800,Exchange Traded Fund,0.0263334,,PCX,ETF,EAPR,EAPR,Innovator Emerging Markets Powe,Innovator Emerging Markets Power Buffer ETF - April,1617283800,America/New_York,EST,ca1d19b0-920c-33d2-a70f-19f8016ddf2a,finmb_652638566,-18000000,,(215) 979-3750,,,,,
The index tracks the performance of globally exchange-listed equity securities (or corresponding American Depositary Receipts (“ADRs”) or Global Depositary Receipts (“GDRs”)) of companies across the globe that are engaged in “Travel Technology Business”. The fund invests at least 80% of its net assets (plus borrowings for investment purposes) in the component securities of the index and in ADRs or GDRs based on the component securities in the index. The fund is non-diversified.,86400,2,21.73,21.34,21.2574,21.85,21.73,21.34,21.2574,21.85,28.55593,6380,6380,13094,10260,10260,20.5,23.0,800,1400,0.0028,60304664,17.13,22.92,21.61512,20.16486,,,21.7698,USD,Consumer Cyclical,0.0107276,1.2,Amplify ETFs,1581465600,Exchange Traded Fund,-0.014355299,,PCX,ETF,AWAY,AWAY,Amplify ETF Trust Amplify Trave,Amplify Travel Tech ETF,1581604200,America/New_York,EST,a67fec12-8062-37b2-a0ea-b6c1c5864864,finmb_642145804,-18000000,,(630) 464-7600,,,,,
