symbol;fund_name;asset_class;assets;maxAge;ytdReturn;fiftyTwoWeekLow;fiftyTwoWeekHigh;fiftyDayAverage;navPrice;currency;category;threeYearAverageReturn;fiveYearAverageReturn;longBusinessSummary;bid;ask;bidSize;askSize
IBTO;iShares iBonds Dec 2033 Term Treasury ETF;Fixed Income;2,93E+11;86400;12695999;2329;25395;2383572;2363838;USD;Target Maturity;;;The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index, in each case except during the last months of the fund's operations.;2372;2374;100;100
CAML;Congress Large Cap Growth ETF;Equity;2,9291E+11;86400;56560002;2895;3611;349941;358845;USD;Large Growth;;;The fund is an actively-managed exchange-traded fund (“ETF”). The fund adviser attempts to achieve its investment objective by investing at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities of large-capitalization companies. The fund may invest any portion of the remaining 20% of its net assets from time to time in equity securities of small-capitalization and mid-capitalization companies.;3277;3768;2200;800
TBFC;Brinsmere Fund Conservative ETF;Asset Allocation;2,9281E+11;86400;187994;2511;27392;2665832;266363;USD;Tactical Allocation;;;The fund is an actively managed fund of funds, which seeks to achieve its investment objective by investing in a globally diversified portfolio of equity and bond markets. It systematically adjusts its holdings using two proprietary strategies developed by the fund’s investment adviser, The Milwaukee Company, that are run independently. Those strategies are the SMB and the CAAR. SMB and CAAR systematically rebalance the underlying funds in which the fund may invest based on a set of proprietary risk-management techniques.;1325;3973;800;800
GOVZ;iShares 25+ Year Treasury STRIPS Bond ETF;Fixed Income;2,9158E+11;86400;-1417;9383;1252;1023608;97366;USD;Long Government;-1976231;;The fund will invest at least 80% of its assets in the component securities of the index, and the fund will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the index.;99;992;900;3100
TEQI;T. Rowe Price Equity Income ETF;Equity;2,9062E+11;86400;45668103;3633;43645;418745;424;USD;Large Value;784595;;"The fund normally invests at least 80% of its assets in common stocks listed in the United States, with an emphasis on large-cap stocks that have a strong track record of paying dividends or that are believed to be undervalued (or futures that have similar economic characteristics). It typically employs a ""value"" approach in selecting investments. The fund's in-house research team seeks companies that appear to be undervalued by various measures and may be temporarily out of favor but have good prospects for capital appreciation and dividend growth.";3824;4636;900;4000
RUNN;Running Oak Efficient Growth ETF;Equity;2,9023E+11;86400;46994198;28661;3558;3393308;342936;USD;Mid-Cap Blend;;;The fund is in an actively managed exchange-traded fund (“ETF”). Under normal circumstances, the fund seeks to achieve its investment objective by investing primarily in exchange-traded equity securities of large and mid-sized U.S. companies with market capitalizations of at least $5 billion. The fund is roughly equally-weighted with 50-75 stocks typically held in the portfolio. The fund may invest up to 20% of net assets in non-U.S. companies. The fund is non-diversified.;2405;4354;200;200
AMZY;YieldMax AMZN Option Income Strategy ETF;Equity;2,9019E+11;86400;56241598;17582;241;194398;194799;USD;Derivative Income;;;The fund will employ its investment strategy as it relates to AMZN regardless of whether there are periods of adverse market, economic, or other conditions and will not seek to take temporary defensive positions during such periods. The fund is non-diversified.;1973;1983;1000;800
GMAR;FT Vest U.S. Equity Moderate Buffer ETF - March;Equity;2,9017E+11;86400;157311;3342;3813;3762872;3806;USD;Defined Outcome;;;Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options that reference the price performance of the SPDR® S&P 500® ETF Trust. The fund is non-diversified.;1897;5654;1800;2900
GGUS;Marketbeta Russell 1000 Growth Equity ETF;Equity;2,8959E+11;86400;299162;43405;570;5512424;5611;USD;Large Growth;;;The fund seeks to achieve its investment objective by investing at least 80% of its assets in equity securities included in its underlying index, in depositary receipts representing equity securities included in its underlying index, and in underlying stocks in lieu of depositary receipts included in its underlying index. The index is designed to measure the performance of the large- and mid-capitalization growth segment of U.S. equity issuers, with a capping methodology.;5497;5501;800;900
GNOV;FT Vest U.S. Equity Moderate Buffer ETF - November;Equity;2,8834E+11;86400;191538;3212;3632;3522232;3565;USD;Defined Outcome;;;Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options that reference the price performance of the SPDR® S&P 500® ETF Trust. FLEX Options are customized equity or index option contracts that trade on an exchange but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. The fund is non-diversified.;3341;3704;1100;800
UVXY;ProShares Ultra VIX Short-Term Futures ETF;Alternatives;2,8811E+11;86400;-13996139;1766;6587;201934;17838;USD;Trading--Miscellaneous;-72784346;-6862359;The index seeks to offer exposure to market volatility through publicly traded futures markets and is designed to measure the implied volatility of the S&P 500 over 30 days in the future.;1925;191;1100;40700
FISR;SPDR SSgA Fixed Income Sector Rotation ETF;Fixed Income;2,8701E+11;86400;11632;2483;26777;2554148;2538574;USD;Intermediate Core Bond;-281045;-149235;"The fund is a ""fund of funds,"" meaning that it primarily invests its assets in securities of other exchange-traded funds (""ETFs""). Under normal circumstances, it invests at least 80% of its net assets (plus the amount of borrowings for investments purposes) directly, or indirectly through the underlying ETFs, in fixed income securities. The fund or ETFs in which it invests may use derivative instruments to gain or hedge exposure to certain securities as an alternative to investing directly in such securities.";2393;2684;800;800
HYMU;iShares High Yield Muni Income Active ETF;Fixed Income;2,8671E+11;86400;35305;2187;2329;228515;2261482;USD;High Yield Muni;27138002;;Under normal circumstances, the fund seeks to achieve its objectives by investing at least 80% of its assets in municipal bonds. Generally, the fund will invest in distressed securities when Fund management believes they offer significant potential for higher returns or can be exchanged for other securities that offer this potential. It is non-diversified.;227;231;1100;1200
TSME;Thrivent Small-Mid Cap ESG ETF;Equity;2,8648E+11;86400;550469;3011;406;3834012;3869882;USD;Mid-Cap Blend;;;Under normal market conditions, the fund will invest primarily in companies that have market capitalizations within the range of those companies included in widely known small and mid-cap indices, such as the Russell 2500 Index, S&P MidCap 400 Index, S&P SmallCap 600 Index, or the small- to mid-sized company market capitalization classifications published by Morningstar.;365;3861;1100;1000
GJUN;FT Vest U.S. Equity Moderate Buffer ETF - June;Equity;2,8621E+11;86400;2;32405;3681;3628088;3674;USD;Defined Outcome;;;Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (“FLEX Options”) that reference the price performance of the SPDR® S&P 500® ETF Trust (the “Underlying ETF”). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. The fund is non-diversified.;3433;3832;800;1000
FDG;American Century Focused Dynamic Growth ETF;Equity;2,857E+11;86400;50067402;75165;110214;10582384;1092228;USD;Large Growth;164912;;The fund will invest primarily in securities of large cap companies, but may invest in companies of any market capitalization. It normally invests in a relatively limited number of companies, generally 30 to 45 securities, but may incorporate more securities to account for liquidity constraints. The fund will invest principally in U.S. exchange-listed common stocks and American Depositary Receipts (ADRs).;9928;11167;800;800
CMDY;iShares Bloomberg Roll Select Commodity Strategy ETF;Commodity;2,8502E+11;86400;480052;45255;52091;487679;4990812;USD;Commodities Broad Basket;293461;888115;The index measures the performance of 23 futures contracts across 21 physical agricultural, energy, precious metals and industrial metals commodities. In seeking to achieve its investment objective, the fund will primarily invest in exchange-traded futures contracts on the underlying index, and the adviser is expected to roll out of existing positions in index futures and establish new positions in index futures on an ongoing basis. It is non-diversified.;4993;5209;900;1200
IBTL;iShares iBonds Dec 2031 Term Treasury ETF;Fixed Income;2,8471E+11;86400;;19471;20995;1990264;1978338;USD;Target Maturity;-3534;;The fund seeks to meet its investment objective generally by investing in individual securities which satisfy the criteria of the underlying index. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature between January 1, 2031 and December 15, 2031, inclusive. The fund will invest at least 80% of its assets in the component securities of the underlying index.;1981;1985;100;100
IGHG;ProShares Investment Grade-Interest Rate Hedged;Fixed Income;2,8404E+11;86400;57567;7068;7914;781402;785118;USD;Nontraditional Bond;696074;442492;"The index is designed to measure the performance of investment grade corporate debt. The index measures the performance of two positions: (1) a long position in investment-grade corporate bonds; and (2) a duration-matched short position in U.S. Treasury bonds. It will invest at least 80% of its total assets in component securities and invest at least 80% of its total assets in investment grade bonds.";7536;10012;900;800
JSML;Janus Henderson Small Cap Growth Alpha ETF;Equity;2,8376E+11;86400;611747;55958;7437;689772;6948;USD;Small Growth;80971405;859865;The fund pursues its investment objective by normally investing at least 80% of its net assets in the securities that comprise the underlying index. The underlying index is composed of common stocks of small-sized companies that are included in the Solactive Small Cap Index, a universe of 2,000 small-sized capitalization stocks.;6343;729;100;100
HCRB;Hartford Core Bond ETF;Fixed Income;2,8365E+11;86400;9826;3388;3643;3477272;34512;USD;Intermediate Core Bond;-157164;;Under normal circumstances, at least 80% of its net assets (including any borrowings for investment purposes) in fixed-income securities. The fund will invest primarily in investment grade fixed income securities. It may invest in securities and other instruments issued by both U.S. and foreign issuers.;3462;4327;800;800
ENFR;Alerian Energy Infrastructure ETF;Equity;2,8337E+11;86400;744783;2238;3428;320436;334698;USD;Energy Limited Partnership;259491;17432061;"The underlying index is a composite of North American energy infrastructure companies engaged in midstream activities involving energy commodities including gathering and processing, liquefaction, pipeline transportation, rail terminaling, and storage (also known as ""midstream energy businesses""). The fund will normally invest at least 90% of its total assets in securities that comprise the underlying index. It is non-diversified.";2984;356;3000;1300
RSST;Return Stacked U.S. Stocks & Managed Futures ETF;Alternatives;2,8295E+11;86400;405858;20562;263;244135;249702;USD;Trading--Leveraged Equity;;;The fund is an actively-managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing in two complimentary investment strategies, a U.S. Equity strategy and a Managed Futures strategy. Under normal circumstances, the fund will invest at least 80% of its net assets, plus borrowings for investment purposes, in (a) the U.S. Equity strategy and (b) the Managed Futures strategy. The fund is non-diversified.;2398;2538;900;1200
BJAN;Innovator U.S. Equity Buffer ETF - January;Equity;2,8292E+11;86400;24609001;41809;4925;4801234;49076;USD;Defined Outcome;1152342;1068396;"The fund invests at least 80% of its net assets in FLexible EXchange® Options (""FLEX Options"") that reference the SPDR® S&P 500® ETF Trust (the ""underlying ETF""). FLEX Options are exchange-traded option contracts with uniquely customizable terms. Through its use of FLEX Options on the Underlying ETF, the fund has significant exposure to companies in the information technology sector. The fund is non-diversified.";4399;5333;2200;2200
QFLR;Innovator Nasdaq-100 Managed Floor ETF;Equity;2,8253E+11;86400;150200995;24781;31002;2934238;296076;USD;Defined Outcome;;;The fund is an actively managed exchange-traded fund (“ETF”) that, under normal market circumstances, seeks to provide capital appreciation through participation in the large-capitalization U.S. equity securities of the Nasdaq-100® Index (the “Nasdaq-100”) while limiting the potential for maximum losses. The fund is non-diversified.;2737;3077;800;1100
FEMS;First Trust Emerging Markets Small Cap AlphaDEX Fund;Equity;2,8195E+11;86400;-1776;3597;4257;382286;3787;USD;Diversified Emerging Mkts;30494202;381963;"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to select stocks from the NASDAQ Emerging Markets Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology.";3718;4751;100;100
RFV;Invesco S&P Midcap 400 Pure Value ETF;Equity;2,8152E+11;86400;51498197;1068;13174;1254854;1276;USD;Small Value;1195971;1626742;The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index is composed of a subset of securities from the S&P MidCap 400® Index that exhibit strong value characteristics.;810;1363;800;800
IDOG;ALPS International Sector Dividend Dogs ETF;Equity;2,7991E+11;86400;35318602;2812;3218;292886;299432;USD;Foreign Large Value;661625;654086;"The fund seeks investment results that replicate as closely as possible, before fees and expenses, the performance of the underlying index. The underlying index is a rules-based index intended to give investors a means of tracking the overall performance of the highest dividend paying stocks (i.e. ""Dividend Dogs"") in the S-Network Developed International Equity 1000 Index.";2682;3143;800;800
HGER;Harbor Commodity All-Weather Strategy ETF;Commodity;2,7934E+11;86400;431255;2072;2349;2262808;2312951;USD;Commodities Broad Basket;;;The fund seeks to primarily invest, through its subsidiary, in one or more excess return swaps on the index. The index is composed of futures contracts on physical commodities and is constructed using QCI’s proprietary quantitative methodology, which considers a commodity’s relative inflation sensitivity and the relative cost of holding a “rolling” futures position in the commodity. It is non-diversified.;1169;2338;1200;1000
PFFV;Global X Variable Rate Preferred ETF;Fixed Income;2,7931E+11;86400;17801201;2292;2448;2394272;2396;USD;Preferred Stock;24742998;;"The fund invests at least 80% of its total assets, plus borrowings for investments purposes (if any), in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to track the broad-based performance of the U.S.-listed variable rate preferred securities market. It is non-diversified.";227;2539;800;800
MFDX;PIMCO RAFI Dynamic Multi-Factor International Equity ETF;Equity;2,7927E+11;86400;365606;2843;32865;3020204;3064;USD;Foreign Large Blend;52374903;622119;"The fund seeks to achieve its investment objective by investing at least 80% of its total assets (exclusive of collateral held from securities lending) in the component securities of the RAFI Dynamic Multi-Factor Developed Ex-U.S. Index. The underlying index is constructed by the index provider using a rules-based approach to construct factor portfolios within the underlying index. The underlying index consists of ""factor portfolios,"" each of which emphasizes one of the following factors: value, low volatility, quality, momentum and size.";3046;312;1000;1000
RSPA;Invesco S&P 500 Equal Weight Income Advantage ETF;Equity;2,7901E+11;86400;301527;48488;5799;5159348;5138;USD;Derivative Income;;;The fund seeks to achieve its investment objective by: (1) investing in a portfolio of U.S. equity securities designed to track the performance, before fees and expenses, of the S&P 500® Equal Weight Index or U.S.-listed exchange-traded funds (ETFs) that seek to track the performance of the index, or both, and (2) utilizing an options-based income strategy implemented through equity-linked notes (ELNs) with exposure to either the Index or ETFs tracking the index. The fund is non-diversified.;4808;6005;800;900
EWM;iShares MSCI Malaysia ETF;Equity;2,7869E+11;86400;-187525;2095;2749;241836;2416847;USD;Miscellaneous Region;318316;61854;The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is designed to measure the performance of the large- and mid- capitalization segments of the Malaysian market. The fund is non-diversified.;2341;2475;1400;1100
ULTY;YieldMax Ultra Option Income Strategy ETF;Equity;2,786E+11;86400;457418;82;2055;9288;87817;USD;Derivative Income;;;The fund is an actively managed exchange-traded fund that seeks current income while providing direct and/or indirect exposure to the share price of select U.S. listed securities, subject to a limit on potential investment gains. It uses both traditional and synthetic covered call strategies that are designed to produce higher income levels when the underlying securities experience more volatility. The fund is non-diversified.;863;866;40000;36900
SPSK;SP Funds Dow Jones Global Sukuk ETF;Fixed Income;2,7817E+11;86400;-61694;1742;18725;1791534;177141;USD;Global Bond;-14229;9771;The index includes U.S. dollar-denominated investment-grade sukuk, which are financial certificates, similar to bonds, issued in the global markets and structured to comply with Islamic religious law commonly known as Sharia and its investment principles. The manager attempts to invest all, or substantially all, of its assets in the component securities that make up the index. Under normal circumstances, at least 80% of the fund's total assets will be invested in the component securities of the index. It is non-diversified.;1755;178;1000;1000
PBW;Invesco WilderHill Clean Energy ETF;Equity;2,7812E+11;86400;18490799;1752;2621;205472;2038;USD;Small Growth;-2631151;-931871;The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The index is composed of stocks of publicly traded companies listed on a major exchange in the U.S. that are engaged in the business of the advancement of cleaner energy and conservation or are important to the development of clean energy. Stocks are included in the index based on the index provider's evaluation that such companies will substantially benefit from a societal transition toward the use of cleaner energy, zero-CO2 renewables and conservation.;186;1946;800;2200
SEIQ;SEI Enhanced U.S. Large Cap Quality Factor ETF;Equity;2,7802E+11;86400;13454501;3037;3696;3567548;3541;USD;Large Blend;;;Under normal circumstances, the fund will invest at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in equity and equity-related securities (such as convertible bonds, convertible preferred stock, depositary receipts, warrants and rights) issued by large U.S. companies.;355;5323;1400;1000
GINN;Innovate Equity ETF;Equity;2,7612E+11;86400;49307;5172;658;6345816;6473;USD;Technology;689929;;The fund seeks to achieve its investment objective by investing at least 80% of its assets in securities included in its index, in depositary receipts representing securities included in its index and in underlying stocks in respect of depositary receipts included in its index. The index is designed to deliver exposure to companies that may benefit from technological innovation and the resulting changes in the economy across five key themes that are potential drivers of changes in the economy.;5987;6816;1800;3200
EWN;iShares MSCI Netherlands ETF;Equity;2,747E+11;86400;393347;4392;5303;45503;4620517;USD;Miscellaneous Region;200854;819071;The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index that is designed to measure the performance of the large-, mid- and small-capitalization segments of the equity market in the Netherlands. The fund is non-diversified.;4508;4774;800;1200
SMB;VanEck Short Muni ETF;Fixed Income;2,7391E+11;86400;2048;1685;1729;171514;1713;USD;Muni National Short;80611;77100997;The fund normally invests at least 80% of its total assets in fixed income securities that comprise the index. The index is comprised of publicly traded municipal bonds that cover the U.S. dollar denominated short-term tax-exempt bond market.;1714;1718;3000;3200
SGDM;Sprott Gold Miners ETF;Equity;2,7386E+11;86400;102281705;2072;3414;2938068;3067;USD;Equity Precious Metals;606646;546878;"The underlying index aims to track the performance of gold companies located in the U.S. and Canada whose common stocks or American Depositary Receipts (""ADRs"") are traded on the Toronto Stock Exchange, the New York Stock Exchange and NASDAQ. The fund will normally invest at least 90% of its net assets in securities that comprise the index. The fund is non-diversified.";2918;3298;900;900
NBCR;Neuberger Berman Core Equity ETF;Equity;2,7382E+11;86400;44619396;2383;27934;273201;2781;USD;Large Blend;;;To pursue its goal, the fund invests primarily in equity securities of large-capitalization companies, which it defines as companies that have a market capitalization within the market capitalization range of companies in the Russell 1000® Index at the time of initial purchase. The Portfolio Managers seek to invest in a broad group of securities that have the potential to outperform the Russell 1000® Index with a lower level of risk through security selection. The fund is non-diversified.;274;2743;900;800
XJH;iShares ESG Screened S&P Mid-Cap ETF;Equity;2,7366E+11;86400;48032798;3688;460;4347298;4385267;USD;Mid-Cap Blend;822957;;The fund seeks to track the investment results of the S&P MidCap 400 Sustainability Screened Index, which measures the performance of the mid-capitalization sector of the U.S. equity market while excluding companies involved in controversial business activities and controversies, as determined by S&P Dow Jones Indices LLC. BFA uses a representative sampling indexing strategy to manage the fund. It is non-diversified.;3884;471;1100;1400
OBIL;US Treasury 12 Month Bill ETF;Fixed Income;2,7343E+11;86400;17978001;4965;5031;500739;501481;USD;Short Government;;;Under normal market conditions, the Adviser seeks to achieve the fund’s investment objective by investing at least 80% of the UST 12 Month Bill Fund’s net assets (plus any borrowings for investment purposes) in the component securities of the index. The underlying index is comprised of a single issue purchased at the beginning of the month and held for a full month.;500;5402;100;200
PTL;Inspire 500 ETF;Equity;2,734E+11;86400;613411;18917;22912;22030524;22634;USD;Large Blend;;;The advisor generally invests at least 80% of its total assets in the component securities of the index. The fund’s index provider selects domestic large capitalization equity securities using the Adviser’s Inspire Impact Score™, a proprietary selection methodology that is designed to assign a score to a particular security based on the security’s alignment with biblical values and the positive impact that company has on its customers, communities, workplace and the world.;22089;22112;1000;1000
ERX;Direxion Daily Energy Bull 2x Shares;Equity;2,7306E+11;86400;1287253;519;7752;617542;62856;USD;Trading--Leveraged Equity;21865061;-1313204;"The index is provided by S&P Dow Jones Indices and includes domestic companies from the energy sector which includes the following industries: oil, gas and consumable fuels; and energy equipment and services. The fund invests at least 80% of its net assets in financial instruments, such as swap agreements, securities of the index, and ETFs that track the index, that, in combination, provide 2X daily leveraged exposure to the index, consistent with the fund's investment objective. It is non-diversified.";5859;5927;1200;800
DGT;SPDR Global Dow ETF;Equity;2,7247E+11;86400;47262;11966;14057;1356948;13807855;USD;Global Large-Stock Value;1026282;1215727;The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is made up of 150 companies from around the world. It may purchase a subset of the securities in the index in an effort to hold a portfolio of securities with generally the same risk and return characteristics of the index.;6887;1430;800;800
TFLR;T. Rowe Price Floating Rate ETF;Fixed Income;2,7153E+11;86400;54558003;5082;524;5187116;5177;USD;Bank Loan;;;The fund will normally invest at least 80% of its net assets (including any borrowings for investment purposes) in floating rate loans and floating rate debt securities. Most assets will typically be invested in U.S. dollar-denominated floating rate loans and debt instruments, including U.S. dollar-denominated bonds or loans of foreign issuers or lenders. The fund may also invest up to 20% of its total assets in non-U.S. dollar-denominated investments.;5105;5454;1100;1100
FCAL;First Trust California Municipal High Income ETF;Fixed Income;2,714E+11;86400;-32712;4826;5054;496129;4915;USD;Muni California Long;-35905999;53717;"The fund seeks to achieve its investment objectives by investing at least 80% of its net assets (including investment borrowings) in municipal debt securities that pay interest that is exempt from regular federal income taxes and California income taxes. It will invest no more than 50% of its net assets in Municipal Securities that are, at the time of investment, not investment grade, commonly referred to as ""high yield"" or ""junk"" bonds.";3532;6352;200;200
USSE;Segall Bryant & Hamill Select Equity ETF;Equity;2,7138E+11;86400;543014;2697;3466;3336352;3453;USD;Large Blend;;;Under normal circumstances, the fund will invest at least 80% of its net assets, plus any borrowings for investment purposes, in securities of companies whose stock is traded on U.S. markets, including depositary receipts (ADRs) or shares issued by companies incorporated outside of the United States. The fund is non-diversified.;3124;3588;800;800
DJAN;FT Vest US Equity Deep Buffer ETF - January;Equity;2,704E+11;86400;12791701;3492;39699;3906884;3957;USD;Defined Outcome;693282;;"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (""FLEX Options"") that reference the price performance of the SPDR® S&P 500® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. The fund is non-diversified.";3686;4116;1300;1400
XMVM;Invesco S&P MidCap Value with Momentum ETF;Equity;2,6889E+11;86400;292313;4858;625;577126;5721;USD;Small Value;83454706;12062509;The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider compiles, maintains and calculates the underlying index, which is designed to measure the performance of 80 stocks in the S&P MidCap 400® Index that have relatively high “value” and “momentum” scores.;5657;5679;1100;1000
XTEN;BondBloxx Bloomberg Ten Year Target Duration US Treasury ETF;Fixed Income;2,68E+11;86400;-4127;4392;5005;4540572;447995;USD;Long Government;;;Under normal circumstances, the fund will invest at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in a portfolio of U.S. Treasury securities that collectively have an average duration of approximately 10 years, either directly or indirectly (e.g., through derivatives). The index is comprised of certain U.S. Treasury notes and bonds that are included in the Bloomberg US Treasury Index. It is non-diversified.;4189;4859;1000;1200
TPLC;Timothy Plan US Large/Mid Cap Core ETF;Equity;2,6787E+11;86400;53351596;3835;4648;4446526;4513;USD;Mid-Cap Blend;925033;1116814;The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its net assets directly or indirectly in the securities included in the index, an unmanaged, volatility weighted index created by the Sub-Advisor. The index combines fundamental criteria with individual security risk control achieved through volatility weighting of individual securities, rather than traditional market-cap weighting.;4205;4447;800;1000
RSPS;Invesco S&P 500 Equal Weight Consumer Staples ETF;Equity;2,6767E+11;86400;-19269101;2892;3305;304728;2954;USD;Consumer Defensive;-199888;264424;"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of all of the components of the S&P 500® Consumer Staples Index, an index that contains the common stocks of all companies included in the S&P 500® Index that are classified as members of the consumer staples sector, as defined according to the Global Industry Classification Standard (""GICS"").";288;2997;2200;900
PJP;Invesco Pharmaceuticals ETF;Equity;2,6715E+11;86400;258992;7533;8987;844818;8483;USD;Health;491442;667011;The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of common stocks of U.S. pharmaceutical companies. These companies are engaged principally in the research, development, manufacture, sale or distribution of pharmaceuticals and drugs of all types. The fund is non-diversified.;8374;8741;1000;2900
PIO;Invesco Global Water ETF;Equity;2,6701E+11;86400;44191398;3835;4354;403952;4087;USD;Natural Resources;289221;61535902;The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index, as well as ADRs and GDRs that are based on the securities in the underlying index. The underlying index is comprised of securities of global exchange-listed companies located in the United States, as well as developed and emerging markets throughout the world, that create products designed to conserve and purify water for homes, businesses and industries. It is non-diversified.;2932;4087;200;100
IBTM;iShares iBonds Dec 2032 Term Treasury ETF;Fixed Income;2,6615E+11;86400;9009;21836;2375;223604;2220222;USD;Target Maturity;;;The index is market value-weighted based on amounts outstanding reduced by amounts held by the Federal Reserve SOMA. The fund will invest at least 80% of its assets in the component securities of the index, and the fund will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the index, in each case except during the last months of the fund's operations.;2227;2229;100;200
CNYA;iShares MSCI China A ETF;Equity;2,656E+11;86400;-39427;23825;3795;281876;2772922;USD;China Region;-998532;8926201;"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index. The index is designed to measure the equity market performance in the People's Republic of China, as represented by ""A-shares"" that are accessible through the Shanghai-Hong Kong Stock Connect program or the Shenzhen-Hong Kong Stock Connect program.";264;2806;900;800
FXZ;First Trust Materials AlphaDEX Fund;Equity;2,6519E+11;86400;561521;5573;7227;605008;6005;USD;Natural Resources;266682;1125457;The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is a modified equal-dollar weighted index to objectively identify and select stocks from the Russell 1000® Index in the materials and processing sector that may generate positive alpha relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology.;5751;6016;4000;1000
RXI;iShares Global Consumer Discretionary ETF;Equity;2,6216E+11;86400;333984;1459;19525;1865846;19037677;USD;Consumer Cyclical;616412;971113;"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index uses a capping methodology to limit the weight of the securities of any single issuer (as determined by S&P Dow Jones Indices LLC (the ""index provider"" or ""SPDJI"")) to a maximum of 10% of the underlying index.";9493;18991;900;800
LCTD;BlackRock World ex U.S. Carbon Transition Readiness ETF;Equity;2,6178E+11;86400;47248702;4272;50965;447763;4555047;USD;Foreign Large Blend;348472;;The fund seeks to outperform the price and yield performance of the MSCI World ex USA Index before including Fund expenses, while optimizing for LCETR scores criteria based on proprietary BFA research. The Advisor selects portfolio securities that are components of the index. The index measures the performance of large- and mid-capitalization stocks across global developed market countries, excluding the U.S.;4083;4951;800;1100
SOFR;Amplify Samsung SOFR ETF;Fixed Income;2,6141E+11;86400;;1001;100695;10036108;;USD;;;;;10025;12531;1400;900
SHE;SPDR MSCI USA Gender Diversity ETF;Equity;2,6079E+11;86400;36537398;99593;12159;1185951;12006126;USD;Large Blend;1098614;104069;Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. In addition, it may invest in equity securities that are not included in the index, cash and cash equivalents or money market instruments.;8555;12799;800;1000
NFTY;First Trust India NIFTY 50 Equal Weight ETF;Equity;2,6068E+11;86400;-191106;539;659;569114;5492;USD;India Equity;836049;11502071;"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to track the performance of the 50 largest and most liquid Indian securities listed on the National Stock Exchange of India (""NSE"") by investing in all of the components of the NIFTY 50.";5338;5678;100;100
TDV;ProShares S&P Technology Dividend Aristocrats ETF;Equity;2,6063E+11;86400;435737;67215;7986;7708194;787602;USD;Technology;999493;1465661;The fund invests in financial instruments that ProShare Advisors believes, in combination, should track the performance of the index. The index is designed to measure the performance of U.S.-listed and domiciled technology companies that have consistently increased dividends each year for at least 7 years. It is non-diversified.;700;8398;1400;900
AGGH;Simplify Aggregate Bond ETF;Fixed Income;2,6018E+11;86400;48473002;2005;2243;2071574;206764;USD;Intermediate Core Bond;;;The adviser seeks to achieve the fund’s investment objective by investing in investment grade bonds primarily by purchasing exchange traded funds and applying derivative overlays intended to hedge risk or generate income. Under normal circumstances, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in U.S. investment grade bonds primarily by purchasing exchange traded funds (“ETFs”).;1757;2099;1000;800
